Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
классический,3513,classical,,A,B1,"Golosa, MiP, LM",2,классическая,Nom.Fem.Sing,"Классическая ошибка — считать, что существует универсальный способ решения проблем.",It is a classic mistake to think that there is a universal way to solve problems.,,_,"описание, свободное время, одежда",,
классический,3514,classical,,A,B1,"Golosa, MiP, LM",3,классический,Nom.Masc.Sing,"Случаи, когда спящие вулканы просыпались внезапно, не так уж редки. Классический пример тому ― гибель Помпеи.",Cases when dormant volcanoes woke up suddenly are not so rare. A classic example of this is the destruction of Pompeii.,,_,"описание, свободное время, одежда",,
подымать,3515,lift up,,V,B1,LM,1,подымая,Imperf.Gerund,,,,_,учёба/работа,,These are very colloquial (разговорные) and rather archaic. Maybe поднимать is better than подымать?
подымать,3516,lift up,,V,B1,LM,2,подымать,Imperf.Inf,,,,_,учёба/работа,,
подымать,3517,lift up,,V,B1,LM,3,подымаю,Imperf.Sing.1,,,,_,учёба/работа,,
ковер,3518,carpet,,N.Masc.Inan,B1,LM,1,ковёр,Acc.Sing,Костя пролил кофе на ковёр.,Kostya spilled coffee on the carpet.,,_,"жильё, магазин",,
ковер,3519,carpet,,N.Masc.Inan,B1,LM,2,ковры,Nom.Plur,"В Стамбуле мы зашли в магазин, где продавались ковры.",In Istanbul we went to a store where they sell carpets.,,_,"жильё, магазин",,
ковер,3520,carpet,,N.Masc.Inan,B1,LM,3,ковром,Ins.Sing,Мы вошли во дворец и сразу же увидели там белый мраморный пол и широкую лестницу с ковром.,We entered the palace and immediately saw a white marble floor and a wide staircase with a carpet.,,_,"жильё, магазин",,
множественный,3521,multiple,,A,B1,LM,1,множественных,Gen.Plur,"От множественных ударов он потерял сознание, а очнулся уже в больнице.",He lost consciousness from multiple blows and regained consciousness only in the hospital.,,_,"описание, мера",,
множественный,3522,multiple,,A,B1,LM,2,множественными,Ins.Plur,Он попал в больницу с множественными травмами.,He wound up in the hospital with multiple injuries.,,_,"описание, мера",,
множественный,3523,multiple,,A,B1,LM,3,множественным,Ins.Neut.Sing,"Эмили по-английски писала, как по-китайски, пренебрегая множественным числом.","Emily wrote English as if it was Chinese, neglecting the plural.",,_,"описание, мера",,
коллега,3524,colleague,,N.Masc.Anim,B1,LM,1,коллеги,Nom.Plur,На юбилей компании собрались наши коллеги из региональных офисов.,Our colleagues from the regional offices gathered for our company’s anniversary.,,_,"люди, учёба/работа",,
коллега,3525,colleague,,N.Masc.Anim,B1,LM,2,коллег,Gen.Plur,Он пользовался большим уважением у коллег.,He was highly respected by his colleagues.,,_,"люди, учёба/работа",,
коллега,3526,colleague,,N.Masc.Anim,B1,LM,3,коллега,Nom.Sing,"Я думаю, мой коллега ошибается в этом вопросе.",I think that my colleague is wrong about that matter.,,_,"люди, учёба/работа",,
коллекция,3527,collection,,N.Fem.Inan,B1,LM,1,коллекции,Gen.Sing,В Третьяковскую галерею привезли сорок картин из коллекции Эрмитажа.,Forty paintings from the Hermitage collection were brought to the Tretyakov gallery.,,_,"жильё, свободное время",,
коллекция,3528,collection,,N.Fem.Inan,B1,LM,2,коллекция,Nom.Sing,"Сейчас эта коллекция располагается в Каирском музее, который недавно отпраздновал своё столетие.","Now this collection is in the Cairo Museum, which recently celebrated its one hundredth anniversary.",,_,"жильё, свободное время",,
коллекция,3529,collection,,N.Fem.Inan,B1,LM,3,коллекцию,Acc.Sing,Найденные экспонаты перешли в коллекцию Лувра.,The artifacts that were found were transferred to the collection of the Louvre.,,_,"жильё, свободное время",,
кольцо,3530,ring,,N.Neut.Inan,B1,LM,1,колец,Gen.Plur,"«В следующий раз мойте руки, не снимая колец», ― посоветовала Анфиса гостю.","""Next time wash your hands without taking off your rings"", Anfisa advised her guest.",,_,"одежда, магазин",,
